Folio,deleg,guard,id_guard,Esq,fecha_día,fecha_mes,fecha_año,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,F1,F2,lugaraplic,sexo,edad,edad_calc,parentf,parent,razoncui_e,razoncui_r,edadnino_años,edadnino_meses,sexonino,sala,discap,sat1,sat1_motg_1,sat1_motg_2,sat1_motg_3,requins,solinsc,noincint,tramit,motdifinsc,cartdes,tmpoingr,platica,filtroen,asistllegada,revpañal,revdesp,revunas,huecrede,revaytec,trato2,trato2_motg,trato1,motmalt,menuf,menu,acualimc,razondesal,alimcasa,alimcasamot,nutricionf,nutricion2,nutricion,lactm1a,lactm3a,lactm3b,lacnoraza,lactm4a,lactm4b,vacunas,valmed2m,medpart,motpart,retdesa,refumf,broguar,broinfo,trasurg,infurg,segurg,medidaseg,medidaseg2_1,medidaseg2_2,medidaseg2_3,mecpar,vigilante,limpguard,motlimpg,instaguard,calmant_1,calmant_2,calmant_3,tiempo,desling,desmot,desocon,conact,actadec,tematnycf,tematnyc,juntas,temjunt_1,temjunt_2,temjunt_3,comunic5med,asisdiainf,asishorinf_h,asishorinf_m,comunic6_1,comunic6_2,comunic6_3,preesc,recpree_2,consjpadres,dentrega,informe,infoinci,limpsalida,limpsalida2,huecreds,entrman,tipident,necehorar,sathorar_ini_h,sathorar_ini_m,sathorar_fin_h,sathorar_fin_m,razon_1,razon_2,razon_3,sat2,expecserv,actserv,recomen,motrecomen,recomserv_1,recomserv_2,recomserv_3,atnpref,atnpref2_a,corrup1,corrup4_1,corrup4_2,corrup4_3,escolar,fecha,entidad,id_guardería,CveDelegación,Delegación,NombredelaGuardería,BeneficiariosMarzo2022,Guardería,TipoGuard,estrato,MOSBenef,FE_FinalNR
169921190,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,10,36,10,47,1,1,1,1,37, ,1,2, , ,3,0,1,6,2,2, , , ,1,1,2,2, ,1,4,1,6,1,1,1,1,1, ,2, ,1, ,1,2,1, ,2,6,2, , ,4,2, ,7, , ,1,1,1,3,2, ,1,1,2, , ,1,11, , ,2,1,1, ,1, , , ,4,1,1,1,1,1,1,15,1,11, , ,2,5,10,0,9, , ,2,2,1,6,1,1,1,1,1,1,2,1, , , , ,2, , ,10,1,1,1, ,995, , ,1,2,2, , , ,7,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169924708,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,11,36,11,47,1,1,1,1,39, ,2,2, , ,2,6,2,5,2,1, , , ,5,1,7,4,4,1,3,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,2,6,2, , ,5, ,2,1, , ,1,1,2, ,2, ,2, ,2, , ,1,999, , ,99,1,1, ,1, , , ,2,1,1,1,1,1,1,1,1,2, , ,4,8,11,0,9, , ,2,2,2,3,1,1,1,1,1,1,2,1, , , , ,2, , ,10,2,1,1, ,995, , ,2,2,2, , , ,7,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169936048,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,14,55,15,6,1,1,1,2,34, ,2,1, , ,1,3,1,3,2,1, , , ,1,2, ,2, ,1,3,1,5,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,5, ,2,5, , ,1,2,2, ,2, ,2, ,2, , ,1,1,7, ,1,1,1, ,2, , , ,1,1,1,1,2, ,1,1, , , , ,7,3,17,0,9, , ,1,1,1,6,1,1,1,1,1,1,997,1, , , , ,5, , ,10,2,1,1, ,26, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.18404702347504
169936256,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,15,2,15,11,1,1,1,2,38, ,2,1, , ,2,0,2,4,2,1, , , ,2,2, ,1, ,1,4,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,7, , , , , ,1,2,2, ,2, ,2, ,2, , ,1,2,1,7,1,1,1, ,1, , , ,1,1,1,1,1,1,1,1, , , , ,4,5,12,0,9, , ,2,2,2,6,1,1,1,1,1,1,2,1, , , , ,1, , ,10,1,1,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.47421489363941
169936343,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,15,2,15,13,1,1,1,1,42, ,2,4,4,9,2,0,2,4,2,1, , , ,10,2, ,2, ,1,5,1,3,1,1,1,1,1, ,1, ,1, ,1,1,1, ,2,6,2, , ,1,2, ,7, , ,1,2,2, ,2, ,2, ,2, , ,1,8, , ,1,1,1, ,1, , , ,2,1,1,1,1,1,1,3, , , , ,2,5,10,0,4, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,2, , ,10,2,1,1, ,10, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169937018,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,15,14,15,25,1,1,1,1,37, ,2,2, , ,2,0,2,6,2,1, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,2,6,2, , ,3,2, ,4, , ,1,1,2, ,2, ,1,1,2, , ,2, , , ,2,1,1, ,1, , , ,2,1,1,1,1,1,1,999,2, , , ,3,8,14,0,9, , ,2,1,2,6,1,1,1,1,1,1,997,1, , , , ,1, , ,9,1,1,1, ,995, , ,2,2,2, , , ,5,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169938623,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,15,49,16,2,1,1,1,1,38, ,2,2, , ,3,0,2,7,2,1, , , ,1,1,16,2, ,1,3,1,5,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,4,2, ,7, , ,1,1,2, ,2, ,2, ,2, , ,1,3,5,7,2,1,1, ,1, , , ,3,1,1,1,1,1,1,1,1,2, , ,4,5,14,0,3, , ,1,1,2,5,1,1,1,1,1,1,2,1, , , , ,8,5, ,10,1,1,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169939794,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,16,18,16,30,1,1,1,1,37, ,2,2, , ,3,0,2,7,2,1, , , ,1,1,7,2, ,1,3,1,5,1,1,1,1,1, ,1, ,1, ,1,1,1, ,2,6,2, , ,3,2, ,5, , ,1,1,2, ,2, ,2, ,2, , ,1,9,7,6,2,1,1, ,1, , , ,1,1,1,1,1,1,1,999, , , , ,2,3,10,0,9, , ,1,1,2,4,1,1,1,1,1,1,3,1, , , , ,1,2, ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169939959,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,16,22,16,34,1,1,1,1,45, ,2,2, , ,3,0,1,7,2,1, , , ,1,1,7,2, ,1,2,1,4,2,97,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,4,1, , ,4, ,1,1,2, ,2, ,2, ,2, , ,1,1, , ,2,1,1, ,1, , , ,4,1,1,1,1,1,1,13,1,4, , ,5,8,14,0,9, , ,2,2,2,4,1,4,1,1,1,1,2,1, , , , ,1, , ,10,1,1,1, ,995, , ,2,2,2, , , ,7,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.15229247973581
169940440,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,16,33,16,45,1,1,1,2,40, ,2,1, , ,3,0,1,8,2,1, , , ,1,2, ,2, ,1,99,1,5,1,97,2,1,1, ,1, ,1, ,1,99,1, ,2,6,2, , ,3,1, , ,4, ,1,1,2, ,2, ,2, ,2, , ,1,6, , ,2,1,1, ,1, , , ,5,1,1,1,1,1,99, ,2, , , ,4,1,8,0,2, , ,2,2,2,5,2,1,1,1,1,1,2,1, , , , ,1, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.47421489363941
169940500,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,16,35,16,47,1,1,1,2,38, ,2,1, , ,2,0,2,6,2,1, , , ,1,1,6,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,99,1, ,1, ,2, , ,2,2, ,8, , ,1,1,2, ,2, ,2, ,2, , ,1,10, , ,2,1,1, ,1, , , ,2,1,1,1,1,1,1,5,1,4,1, ,5,3,9,0,9, , ,2,1,2,6,1,1,1,1,1,1,2,1, , , , ,1, , ,10,2,1,1, ,999, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.47421489363941
169940557,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,16,39,16,49,1,1,1,1,36, ,2,2, , ,0,7,2,1,2,2, , , ,1,1,7,2, ,1,4,1,5,1,1,1,1,1, ,1, ,1, ,1,99,1, ,1, ,2, , ,2,2, ,6, , ,1,1,2, ,2, ,2, ,2, , ,1,5,11, ,99,1,1, ,1, , , ,1,2,1,2,1,1,1,13, , , , ,2,1,10,8,9, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,6, , ,9,2,2,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169941213,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,16,50,17,3,1,1,1,1,39, ,2,2, , ,2,9,1,6,2,1, , , ,1,1,2,2, ,1,4,1,5,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,3,2, ,7, , ,1,1,2, ,2, ,2, ,2, , ,1,10, , ,1,1,2, ,1, , , ,4,1,1,1,1,1,1,999,1,1,10, ,4,5,16,0,9, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,6,5, ,10,2,1,1, ,999, , ,2,2,2, , , ,7,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169941241,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,16,52,17,4,1,1,1,1,35, ,2,2, , ,1,6,1,4,2,2, , , ,3,2, ,2, ,1,3,1,6,1,1,1,1,1, ,1, ,1, ,1,99,1, ,2,8,2, , ,5, ,2,7, , ,1,2,1,1,2, ,2, ,2, , ,1,11,1,2,2,1,1, ,1, , , ,1,1,1,1,1,1,1,1, , , , ,4,2,9,0,9, , ,1,1,2,3,1,1,1,1,1,1,2,1, , , , ,7, , ,9,3,1,1, ,999, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169941543,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,17,0,17,11,1,1,1,1,40, ,2,14,1,1,0,2,1,1,2,1, , , ,1,1,6,2, ,1,3,1,6,1,1,1,1,1, ,1, ,1, ,2, ,1, ,1, ,2, , ,5, ,2,5, , ,1,2,2, ,2, ,2, ,2, , ,99, , , ,99,1,1, ,2, , , ,1,1,1,1,99, ,99, , , , , ,2,2,9,0,9, , ,2,2,2,6,1,1,1,1,1,1,2,1, , , , ,4, , ,10,2,1,1, ,995, , ,2,2,2, , , ,5,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.48039898501654
169944191,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,18,12,18,23,1,1,1,1,29, ,2,2, , ,0,10,1,2,2,1, , , ,2,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,7, , , , , ,1,2,2, ,2, ,1,1,2, , ,1,2,6, ,1,1,1, ,1, , , ,1,1,1,1,1,1,1,5, , , , ,11,3,16,0,9, , ,2,2,1,6,1,1,1,1,1,1,1,1, , , , ,4, , ,10,2,1,1, ,24, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.18971461697315
169944439,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,18,18,18,32,1,1,1,1,45, ,2,2, , ,3,6,2,6,2,1, , , ,5,1,2,2, ,1,3,1,6,1,97,1,1,1, ,1, ,2, ,1,1,1, ,1, ,2, , ,7, , , , , ,1,1,2, ,2, ,2, ,2, , ,1,999, , ,99,1,2, ,2, , , ,5,2,1,1,1,1,2, ,1,15, , ,3,3,17,0,5, , ,2,2,2,6,4,1,1,1,1,1,3,1, , , , ,2, , ,8,2,2,1, ,995, , ,2,2,2, , , ,2,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.15229247973581
169944840,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,18,39,18,48,2,1,1,2,46, ,2,1, , ,1,7,2,4,2,1, , , ,6, , , , , ,1, , , , , , , , ,1, ,1, ,1,1,1, ,1, ,2, , ,3,2, ,8, , ,1,1,2, ,2, ,2, ,2, , ,1,2,7,6,1,1,1, ,1, , , ,2,1,1,1,2, ,1,1,2, , , ,3,8,14,0,4,3, ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,5, , ,10,1,1,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.14669137916486
169945077,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,18,44,18,55,1,1,1,1,30, ,2,2, , ,1,0,1,4,2,1, , , ,2,2, ,2, ,1,6,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,8, , ,1,1,1,4,2, ,2, ,2, , ,1,10,6, ,2,1,1, ,2, , , ,1,1,1,1,1,1,1,1, , , , ,11,8,16,0,11, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,6, , ,10,2,1,1, ,16, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.18971461697315
169945672,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,19,11,19,21,2,1,1,1,32, ,2,4,2,2,0,6,1,1,2,1, , , ,6, , , , , ,1, , , , , , , , ,2, ,1, ,99, ,1, ,2,2,2, , ,5, ,2,5, , ,1,1,2, ,2, ,2, ,2, , ,1,1,7,5,99,1,1, ,1, , , ,1,2,1,1,1,1,1,5, , , , ,4,99,10,0,2, , ,2,2,2,3,1,1,1,1,1,1,2,1, , , , ,1, , ,10,5,1,1, ,995, , ,2,2,2, , , ,7,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.18971461697315
169945721,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,19,15,19,23,1,1,1,2,45, ,2,1, , ,2,0,2,6,2,1, , , ,2,2, ,1, ,1,99,1,4,1,97,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,4,2, ,8, , ,1,1,2, ,2, ,1,1,2, , ,1,10, , ,1,1,1, ,1, , , ,2,2,1,1,1,1,1,5,1,2, , ,4,8,99,99,9, , ,1,1,1,4,1,1,1,1,1,1,2,1, , , , ,1, , ,10,1,1,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.14669137916486
169946114,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,19,31,19,40,1,1,1,1,31, ,2,2, , ,1,6,1,3,2,1, , , ,1,1,7,2, ,1,6,1,6,1,97,1,1,1, ,1, ,1, ,99, ,1, ,1, ,2, , ,3,2, ,7, , ,1,1,2, ,2, ,2, ,2, , ,1,11, , ,99,1,1, ,1, , , ,1,1,1,1,1,1,1,4, , , , ,4,5,18,0,2, , ,1,1,2,4,2,1,1,1,1,1,2,1, , , , ,6, , ,9,2,1,1, ,1, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.18971461697315
169946264,15,Guardería Ordinaria G - 0001 Acapulco,662,2,5,7,2022,19,38,19,45,1,2,1,2,40, ,2,1, , ,1,5,1,3,2,2, , , ,6, , , , , ,1, ,3,1,1,1,1,1, ,1, ,1, ,99, ,1, ,1, ,2, , ,3,2, ,8, , ,1,1,2, ,2, ,2, ,2, , ,2, , , ,2,1,1, ,2, , , ,1,1,1,1,1,1,1,2, , , , ,4,6,10,0,9, , ,1,1,2, , , , , , , , ,1, , , , ,6, , ,9,3,2,1, ,995, , ,2,2,2, , , ,9,2022-07-05,12,662,15,Guerrero,Guardería Ordinaria G - 0001 Acapulco,67,G-0001,2,1,.644230769230769,3.47421489363941
169858668,15,Centro Educativo Mexicano,672,1,4,7,2022,7,13,7,25,1,2,1,2,27, ,2,1, , ,2,0,1,4,2,2, , , ,1,1,7,1, ,1,3,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,8, , ,1,1,2, ,2, ,2, ,2, , ,1,1, , ,1,1,1, ,1, , , ,2,1,1,1,1,1,1,5,1,1,4, ,4,2,12,0,9, , ,1,1,1, , , , , , , , ,1, , , , ,1, , ,10,2,1,1, ,995, , ,2,2,2, , , ,8,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.5622206366163
169859173,15,Centro Educativo Mexicano,672,1,4,7,2022,7,26,7,37,1,2,1,2,37, ,2,1, , ,0,8,1,2,2,1, , , ,1,1,5,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,5, ,1, , ,7,1,1,2, ,2, ,2, ,2, , ,1,11, , ,1,1,1, ,1, , , ,1,1,1,1,1,1,1,13, , , , ,4,5,8,0,9, , ,2,2,1, , , , , , , , ,1, , , , ,1, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,31.165146619866
169859208,15,Centro Educativo Mexicano,672,1,4,7,2022,7,29,7,38,1,1,1,1,32, ,2,2, , ,2,0,2,5,2,1, , , ,1,1,7,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,1,2, ,7, , ,1,1,2, ,2, ,2, ,2, , ,1,18,2,7,1,1,1, ,1, , , ,2,1,1,1,1,1,1,1,2, , , ,5,5,12,0,9, , ,1,1,1,3,1,1,1,1,1,1,2,1, , , , ,1, , ,10,1,1,1, ,995, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.6130612978183
169859713,15,Centro Educativo Mexicano,672,1,4,7,2022,7,35,7,49,1,1,1,1,33, ,2,2, , ,2,0,1,6,2,1, , , ,1,1,7,2, ,1,4,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,2,5,2, , ,2,2, ,3, , ,1,2,2, ,2, ,2, ,2, , ,1,2,11, ,1,1,2, ,1, , , ,4,1,1,1,1,1,1,1,2, , , ,4,99,99,99,999, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,2, , ,10,5,1,1, ,5, , ,2,2,2, , , ,5,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.6130612978183
169859795,15,Centro Educativo Mexicano,672,1,4,7,2022,7,40,7,51,1,2,1,1,32, ,2,2, , ,1,6,2,3,2,2, , , ,1,2, ,2, ,1,7,1,6,1,1,1,1,1, ,2, ,2, ,1,1,1, ,1, ,1,2,2,5, ,2,7, , ,1,1,2, ,2, ,2, ,2, , ,1,10, , ,1,2,1, ,2, , , ,2,1,1,1,1,1,1,3,1,9, , ,4,5,16,0,9, , ,1,1,1, , , , , , , , ,1, , , , ,1,2, ,10,2,1,1, ,16, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.6130612978183
169860215,15,Centro Educativo Mexicano,672,1,4,7,2022,7,50,8,1,1,2,1,2,34, ,2,1, , ,3,0,1,7,2,2, , , ,2,1,8,2, ,2,2,2,6,1,97,1,1,1, ,1, ,1, ,99, ,1, ,1, ,2, , ,1,2, ,6, , ,1,2,2, ,2, ,1,1,2, , ,1,8,10, ,1,4,2, ,2, , , ,2,1,1,1,1,1,1,1,2, , , ,4,9,14,0,9, , ,2,1,2, , , , , , , , ,1, , , , ,1, , ,9,2,2,1, ,10, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.5622206366163
169860273,15,Centro Educativo Mexicano,672,1,4,7,2022,7,52,8,3,1,2,1,2,29, ,2,1, , ,1,8,1,5,2,2, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,99, ,1, ,2,6,2, , ,1,2, ,8, , ,3,1,2, ,2, ,2, ,2, , ,1,10, , ,1,1,1, ,1, , , ,1,1,2,1,1,1,1,16, , , , ,7,4,99,99,9, , ,2,2,2, , , , , , , , ,1, , , , ,1,6, ,10,2,2,2, ,22, , ,2,2,2, , , ,7,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.5622206366163
169860307,15,Centro Educativo Mexicano,672,1,4,7,2022,7,51,8,3,1,2,1,2,67, ,2,3,2,2,2,6,1,99,2,1, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,2,999,2, , ,4,2, ,6, , ,1,2,2, ,2, ,2, ,2, , ,2, , , ,1,1,1, ,1, , , ,2,1,1,1,2, ,1,4, , , , ,3,5,16,0,9, , ,2,1,2, , , , , , , , ,1, , , , ,999, , ,10,99,1,1, ,995, , ,2,2,2, , , ,2,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,33.0288665463057
169860925,15,Centro Educativo Mexicano,672,1,4,7,2022,8,7,8,16,1,2,1,1,66, ,2,3,2,2,2,0,1,4,2,1, , , ,6, , , , , ,1, ,5,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,7, , ,1,2,2, ,2, ,2, ,2, , ,1,8, , ,1,1,1, ,1, , , ,2,1,1,1,1,1,1,13, , , , ,3,8,9,0,9, , ,1,1,1, , , , , , , , ,1, , , , ,1, , ,10,1,2,1, ,995, , ,2,2,2, , , ,5,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,33.087657822913
169861046,15,Centro Educativo Mexicano,672,1,4,7,2022,8,7,8,20,1,1,1,1,38, ,2,2, , ,3,0,2,6,2,1, , , ,2,2, ,2, ,1,1,1,6,1,1,1,1,1, ,2, ,2, ,1,2,1, ,1, ,2, , ,5, ,2,7, , ,1,2,2, ,2, ,2, ,2, , ,1,1,10, ,2,1,1, ,1, , , ,2,1,1,1,1,1,1,2,1,999, , ,4,4,11,0,9, , ,2,1,1,6,2,2,1,1,1,1,2,1, , , , ,1,2, ,10,2,1,1, ,999, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,31.2206204809767
169861063,15,Centro Educativo Mexicano,672,1,4,7,2022,8,6,8,20,1,1,1,1,36, ,2,2, , ,3,6,2,8,1,1, , , ,1,1,7,1, ,1,3,1,6,1,97,1,1,1,99,1, ,3,2,1,1,1, ,1, ,1,1,1,1,2, ,5, , ,1,1,2, ,2, ,2, ,2, , ,1,1,2,7,1,1,1, ,2, , , ,5,1,1,1,1,1,1,13,1,1,10, ,4,5,17,0,25, , ,1,1,1,6,1,1,1,1,1,1,2,2,8,0,19,0,2, , ,10,1,1,1, ,2, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,31.2206204809767
169861551,15,Centro Educativo Mexicano,672,1,4,7,2022,8,21,8,31,1,2,1,2,35, ,2,1, , ,2,0,2,6,2,1, , , ,1,1,7,2, ,1,1,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,2,1,2, , ,3,2, ,7, , ,1,2,2, ,2, ,2, ,2, , ,1,10, , ,1,1,1, ,1, , , ,1,1,2,1,1,1,1,9, , , , ,2,1,8,0,9, , ,2,1,1, , , , , , , , ,2,7,0,19,0,1, , ,10,2,1,1, ,5, , ,2,2,2, , , ,8,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,31.165146619866
169861566,15,Centro Educativo Mexicano,672,1,4,7,2022,8,19,8,31,1,1,1,1,35, ,2,2, , ,3,0,1,7,2,1, , , ,1,1,9,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,4,2, ,3, , ,1,2,2, ,2, ,2, ,2, , ,1,10,1,7,1,1,2, ,2, , , ,5,1,1,1,1,1,1,4,2, , , ,999,8,16,0,14, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,2, , ,9,2,1,1, ,22, , ,2,2,2, , , ,7,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,31.2206204809767
169862168,15,Centro Educativo Mexicano,672,1,4,7,2022,8,31,8,42,1,2,1,1,27, ,2,2, , ,1,2,2,3,2,2, , , ,1,1,6,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,5, ,2,6, , ,1,2,2, ,2, ,2, ,1,1,2,1,10, , ,1,1,1, ,1, , , ,2,1,1,1,1,1,1,4,2, , , ,4,1,10,0,9, , ,1,1,1, , , , , , , , ,1, , , , ,1, , ,9,2,1,1, ,5, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.6130612978183
169867105,15,Centro Educativo Mexicano,672,1,4,7,2022,9,54,10,4,1,1,1,1,30, ,2,2, , ,3,0,1,8,2,1, , , ,9,1,8,1, ,1,1,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,7, , , , , ,1,2,2, ,2, ,2, ,2, , ,1,12,10,8,1,1,1, ,1, , , ,2,1,1,1,1,1,1,4,1,7, , ,2,8,8,0,9, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,4,1, ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-04,12,672,15,Guerrero,Centro Educativo Mexicano,147,U-0233,1,1,.0969656992084433,28.6130612978183
